[Video Information]
Frame: 187
x: 402
y: 96
width: 33
height: 97

Frame: 188
x: 398
y: 96
width: 33
height: 97

Frame: 189
x: 397
y: 96
width: 33
height: 97

Frame: 190
x: 394
y: 96
width: 33
height: 97

Frame: 191
x: 390
y: 97
width: 33
height: 97

Frame: 192
x: 388
y: 97
width: 33
height: 97

Frame: 193
x: 381
y: 97
width: 33
height: 97

Frame: 194
x: 378
y: 97
width: 33
height: 97

Frame: 195
x: 375
y: 97
width: 33
height: 97

Frame: 196
x: 373
y: 97
width: 33
height: 97

Frame: 197
x: 369
y: 96
width: 33
height: 97

Frame: 198
x: 367
y: 98
width: 33
height: 97

Frame: 199
x: 365
y: 98
width: 33
height: 97

Frames: 200 to 201
x: 361
y: 98
width: 33
height: 97

Frame: 202
x: 356
y: 97
width: 33
height: 97

Frame: 203
x: 349
y: 97
width: 33
height: 97

Frame: 204
x: 343
y: 95
width: 33
height: 97

Frame: 205
x: 340
y: 94
width: 33
height: 97

Frame: 206
x: 339
y: 95
width: 33
height: 97

Frame: 207
x: 336
y: 95
width: 33
height: 97

Frame: 208
x: 332
y: 94
width: 33
height: 97

Frame: 209
x: 329
y: 94
width: 33
height: 97

Frame: 210
x: 320
y: 94
width: 36
height: 102

Frame: 211
x: 315
y: 94
width: 36
height: 102

Frame: 212
x: 306
y: 97
width: 36
height: 102

Frame: 213
x: 304
y: 96
width: 36
height: 102

Frame: 214
x: 299
y: 96
width: 36
height: 102

Frame: 215
x: 296
y: 96
width: 36
height: 102

Frame: 216
x: 293
y: 96
width: 36
height: 102

Frame: 217
x: 289
y: 96
width: 36
height: 102

Frame: 218
x: 286
y: 96
width: 36
height: 102

Frame: 219
x: 282
y: 97
width: 36
height: 102

Frame: 220
x: 278
y: 97
width: 36
height: 102

Frame: 221
x: 269
y: 97
width: 39
height: 104

Frame: 222
x: 262
y: 99
width: 39
height: 104

Frame: 223
x: 258
y: 97
width: 39
height: 104

Frame: 224
x: 256
y: 97
width: 39
height: 104

Frame: 225
x: 250
y: 97
width: 39
height: 104

Frame: 226
x: 243
y: 97
width: 39
height: 104

Frame: 227
x: 232
y: 96
width: 39
height: 104

Frame: 228
x: 227
y: 96
width: 39
height: 104

Frame: 229
x: 223
y: 96
width: 39
height: 104

Frame: 230
x: 218
y: 96
width: 39
height: 104

Frame: 231
x: 211
y: 98
width: 39
height: 104

Frame: 232
x: 204
y: 97
width: 39
height: 104

Frame: 233
x: 198
y: 97
width: 39
height: 104

Frame: 234
x: 194
y: 97
width: 39
height: 104

Frame: 235
x: 188
y: 97
width: 39
height: 104

Frame: 236
x: 183
y: 97
width: 39
height: 104

Frame: 237
x: 178
y: 97
width: 39
height: 104

Frame: 238
x: 171
y: 97
width: 39
height: 104

Frame: 239
x: 166
y: 97
width: 39
height: 104

Frame: 240
x: 161
y: 97
width: 39
height: 104

Frame: 241
x: 157
y: 97
width: 39
height: 104

Frame: 242
x: 149
y: 97
width: 39
height: 104

Frame: 243
x: 145
y: 97
width: 39
height: 104

Frame: 244
x: 137
y: 97
width: 39
height: 104

Frame: 245
x: 145
y: 96
width: 39
height: 104

Frame: 246
x: 137
y: 96
width: 39
height: 104

Frame: 247
x: 125
y: 96
width: 39
height: 104

Frame: 248
x: 118
y: 96
width: 39
height: 104

Frame: 249
x: 113
y: 96
width: 39
height: 104

Frame: 250
x: 107
y: 96
width: 39
height: 104

Frame: 251
x: 101
y: 96
width: 39
height: 104

Frame: 252
x: 96
y: 97
width: 39
height: 104

Frame: 253
x: 88
y: 98
width: 39
height: 104

Frame: 254
x: 84
y: 96
width: 39
height: 104

Frame: 255
x: 81
y: 95
width: 39
height: 104

Frame: 256
x: 76
y: 95
width: 39
height: 104

Frame: 257
x: 72
y: 95
width: 39
height: 104

Frame: 258
x: 64
y: 95
width: 39
height: 104

Frame: 259
x: 60
y: 95
width: 39
height: 104

Frame: 260
x: 53
y: 95
width: 39
height: 104

Frame: 261
x: 45
y: 95
width: 39
height: 104

Frame: 262
x: 40
y: 95
width: 39
height: 104

Frame: 263
x: 35
y: 95
width: 39
height: 104

Frame: 264
x: 30
y: 95
width: 39
height: 104

Frame: 265
x: 25
y: 95
width: 39
height: 104

Frame: 266
x: 21
y: 95
width: 39
height: 104

Frame: 267
x: 18
y: 94
width: 39
height: 104

Frame: 268
x: 8
y: 94
width: 39
height: 104

Frame: 269
x: 3
y: 94
width: 39
height: 104

Frame: 270
x: -1
y: 93
width: 39
height: 104

Frame: 271
x: -1
y: 93
width: 33
height: 103

Object Number #8
Region Description:
Region 08
Start Frame:0
End Frame:272
Region Descriptors (0):
Region frames data
Frames: 0 to 174
x: 461
y: 102
width: 21
height: 91

Frame: 175
x: 461
y: 102
width: 21
height: 89

Frame: 176
x: 460
y: 102
width: 22
height: 89

Frame: 177
x: 456
y: 102
width: 26
height: 89

Frame: 178
x: 455
y: 102
width: 27
height: 89

Frame: 179
x: 455
y: 102
width: 27
height: 91

Frames: 180 to 182
x: 452
y: 101
width: 27
height: 91

Frame: 183
x: 451
y: 101
width: 27
height: 91

Frame: 184
x: 450
y: 102
width: 27
height: 91

Frame: 185
x: 449
y: 102
width: 27
height: 91

Frame: 186
x: 446
y: 103
width: 27
height: 91

Frame: 187
x: 444
y: 103
width: 27
height: 91

Frame: 188
x: 441
y: 103
width: 27
height: 91

Frame: 189
x: 434
y: 103
width: 27
height: 91

Frame: 190
x: 430
y: 103
width: 27
height: 91

Frame: 191
x: 421
y: 103
width: 31
height: 98

Frame: 192
x: 417
y: 103
width: 31
height: 98

Frame: 193
x: 413
y: 103
width: 31
height: 98

Frame: 194
x: 412
y: 104
width: 31
height: 98

Frame: 195
x: 410
y: 105
width: 31
height: 98

Frame: 196
x: 407
y: 105
width: 31
height: 98

Frame: 197
x: 402
y: 105
width: 34
height: 100

Frame: 198
x: 397
y: 107
width: 34
height: 100

Frame: 199
x: 394
y: 107
width: 34
height: 100

Frame: 200
x: 391
y: 108
width: 34
height: 100

Frame: 201
x: 389
y: 108
width: 34
height: 100

Frame: 202
x: 387
y: 108
width: 34
height: 100

Frame: 203
x: 382
y: 107
width: 34
height: 100

Frame: 204
x: 376
y: 106
width: 34
height: 100

Frame: 205
x: 372
y: 106
width: 34
height: 100

Frame: 206
x: 370
y: 106
width: 34
height: 100

Frame: 207
x: 361
y: 107
width: 40
height: 104

Frame: 208
x: 356
y: 107
width: 40
height: 104

Frame: 209
x: 352
y: 107
width: 40
height: 104

Frame: 210
x: 346
y: 107
width: 40
height: 104

Frame: 211
x: 341
y: 106
width: 40
height: 104

Frame: 212
x: 335
y: 106
width: 40
height: 104

Frame: 213
x: 334
y: 106
width: 40
height: 104

Frame: 214
x: 332
y: 106
width: 40
height: 104

Frame: 215
x: 328
y: 107
width: 40
height: 104

Frame: 216
x: 320
y: 108
width: 40
height: 104

Frame: 217
x: 314
y: 109
width: 40
height: 104

Frame: 218
x: 312
y: 109
width: 40
height: 104

Frame: 219
x: 306
y: 109
width: 40
height: 104

Frame: 220
x: 303
y: 109
width: 36
height: 109

Frame: 221
x: 297
y: 111
width: 36
height: 109

Frame: 222
x: 293
y: 111
width: 36
height: 109

Frame: 223
x: 287
y: 110
width: 36
height: 109

Frame: 224
x: 278
y: 110
width: 36
height: 109

Frame: 225
x: 270
y: 110
width: 36
height: 109

Frame: 226
x: 266
y: 110
width: 36
height: 109

Frame: 227
x: 260
y: 110
width: 36
height: 109

Frame: 228
x: 252
y: 110
width: 36
height: 109

Frame: 229
x: 249
y: 110
width: 36
height: 109

Frame: 230
x: 238
y: 110
width: 41
height: 112

Frame: 231
x: 233
y: 110
width: 41
height: 112

Frame: 232
x: 228
y: 111
width: 41
height: 112

Frame: 233
x: 221
y: 111
width: 41
height: 112

Frame: 234
x: 214
y: 111
width: 41
height: 112

Frame: 235
x: 206
y: 112
width: 41
height: 112

Frame: 236
x: 198
y: 111
width: 41
height: 112

Frame: 237
x: 193
y: 111
width: 41
height: 112

Frame: 238
x: 188
y: 112
width: 43
height: 117

Frame: 239
x: 180
y: 111
width: 43
height: 117

Frame: 240
x: 177
y: 111
width: 43
height: 117

Frame: 241
x: 172
y: 112
width: 43
height: 117

Frame: 242
x: 167
y: 112
width: 43
height: 117

Frame: 243
x: 157
y: 112
width: 43
height: 117

Frame: 244
x: 149
y: 113
width: 43
height: 117

Frame: 245
x: 143
y: 112
width: 43
height: 117

Frame: 246
x: 138
y: 111
width: 43
height: 117

Frame: 247
x: 128
y: 111
width: 43
height: 117

Frame: 248
x: 125
y: 112
width: 46
height: 120

Frame: 249
x: 117
y: 113
width: 46
height: 120

Frame: 250
x: 112
y: 113
width: 46
height: 120

Frame: 251
x: 106
y: 114
width: 46
height: 120

Frame: 252
x: 99
y: 114
width: 46
height: 120

Frame: 253
x: 91
y: 114
width: 46
height: 120

Frame: 254
x: 86
y: 115
width: 46
height: 120

Frame: 255
x: 79
y: 115
width: 46
height: 120

Frame: 256
x: 71
y: 115
width: 46
height: 120

Frame: 257
x: 67
y: 115
width: 46
height: 120

Frame: 258
x: 66
y: 115
width: 46
height: 120

Frame: 259
x: 58
y: 113
width: 46
height: 120

Frame: 260
x: 50
y: 113
width: 46
height: 120

Frame: 261
x: 46
y: 113
width: 46
height: 120

Frame: 262
x: 41
y: 113
width: 46
height: 120

Frame: 263
x: 34
y: 113
width: 46
height: 120

Frame: 264
x: 30
y: 113
width: 46
height: 120

Frame: 265
x: 23
y: 113
width: 46
height: 120

Frame: 266
x: 21
y: 113
width: 46
height: 120

Frame: 267
x: 14
y: 113
width: 46
height: 120

Frame: 268
x: 6
y: 113
width: 46
height: 120

Frame: 269
x: 2
y: 113
width: 46
height: 120

Frame: 270
x: -1
y: 113
width: 46
height: 120

Frame: 271
x: -1
y: 113
width: 41
height: 114

Frame: 272
x: -1
y: 113
width: 33
height: 112

Object Number #9
Region Description:
Region 09
Start Frame:3
End Frame:142
Region Descriptors (0):
Region frames data
Frame: 3
x: 288
y: 95
width: 18
height: 45

Frames: 4 to 12
x: 290
y: 95
width: 18
height: 45

Frame: 13
x: 291
y: 97
width: 18
height: 45

Frames: 14 to 15
x: 294
y: 96
width: 18
height: 45

Frame: 16
x: 295
y: 96
width: 18
height: 45

Frame: 17
x: 295
y: 97
width: 18
height: 45

Frame: 18
x: 296
y: 98
width: 18
height: 45

Frames: 19 to 22
x: 296
y: 96
width: 19
height: 43

Frames: 23 to 24
x: 298
y: 97
width: 19
height: 43

Frame: 25
x: 300
y: 99
width: 19
height: 43

Frames: 26 to 28
x: 301
y: 99
width: 19
height: 43

Frame: 29
x: 302
y: 99
width: 20
height: 44

Frame: 30
x: 303
y: 99
width: 20
height: 44

Frame: 31
x: 303
y: 94
width: 22
height: 49

Frame: 32
x: 303
y: 95
width: 22
height: 49

Frame: 33
x: 305
y: 95
width: 22
height: 49

Frames: 34 to 35
x: 306
y: 95
width: 22
height: 49

Frame: 36
x: 307
y: 95
width: 22
height: 49

Frame: 37
x: 309
y: 95
width: 22
height: 49

Frame: 38
x: 309
y: 96
width: 22
height: 49

Frame: 39
x: 310
y: 97
width: 22
height: 49

Frames: 40 to 42
x: 312
y: 98
width: 22
height: 49

Frames: 43 to 44
x: 313
y: 94
width: 22
height: 53

Frames: 45 to 46
x: 314
y: 94
width: 22
height: 53

Frame: 47
x: 315
y: 94
width: 22
height: 53

Frames: 48 to 52
x: 316
y: 95
width: 22
height: 56

Frames: 53 to 55
x: 315
y: 95
width: 22
height: 56

Frames: 56 to 59
x: 315
y: 95
width: 24
height: 58

Frames: 60 to 63
x: 315
y: 93
width: 27
height: 61

Frames: 64 to 67
x: 318
y: 94
width: 27
height: 61

Frames: 68 to 74
x: 317
y: 94
width: 27
height: 66

Frame: 75
x: 316
y: 94
width: 28
height: 68

Frames: 76 to 77
x: 315
y: 94
width: 29
height: 70

Frames: 78 to 79
x: 311
y: 94
width: 33
height: 70

Frame: 80
x: 312
y: 94
width: 32
height: 72

Frame: 81
x: 310
y: 94
width: 32
height: 72

Frame: 82
x: 310
y: 94
width: 27
height: 72

Frame: 83
x: 311
y: 94
width: 27
height: 72

Frame: 84
x: 311
y: 97
width: 27
height: 72

Frames: 85 to 86
x: 310
y: 97
width: 27
height: 72

Frame: 87
x: 309
y: 97
width: 27
height: 72

Frames: 88 to 89
x: 307
y: 94
width: 29
height: 82

Frame: 90
x: 303
y: 95
width: 29
height: 82

Frame: 91
x: 304
y: 90
width: 28
height: 88

Frame: 92
x: 304
y: 89
width: 28
height: 88

Frame: 93
x: 301
y: 89
width: 28
height: 88

Frame: 94
x: 301
y: 90
width: 28
height: 88

Frames: 95 to 96
x: 301
y: 92
width: 28
height: 88

Frame: 97
x: 301
y: 92
width: 32
height: 88

Frame: 98
x: 301
y: 94
width: 32
height: 88

Frames: 99 to 100
x: 303
y: 94
width: 32
height: 88

Frames: 101 to 102
x: 304
y: 94
width: 32
height: 88

Frames: 103 to 104
x: 305
y: 95
width: 32
height: 88

Frame: 105
x: 308
y: 95
width: 32
height: 88

Frames: 106 to 108
x: 308
y: 95
width: 32
height: 93

Frame: 109
x: 308
y: 97
width: 32
height: 93

Frames: 110 to 111
x: 309
y: 95
width: 34
height: 99

Frame: 112
x: 310
y: 96
width: 34
height: 99

Frame: 113
x: 311
y: 97
width: 34
height: 99

Frame: 114
x: 311
y: 98
width: 34
height: 99

Frame: 115
x: 314
y: 98
width: 34
height: 104

Frames: 116 to 118
x: 316
y: 98
width: 34
height: 104

Frame: 119
x: 318
y: 101
width: 37
height: 109

Frame: 120
x: 321
y: 101
width: 37
height: 109

Frame: 121
x: 323
y: 101
width: 37
height: 109

Frame: 122
x: 326
y: 93
width: 42
height: 117

Frame: 123
x: 329
y: 93
width: 42
height: 117

Frame: 124
x: 333
y: 94
width: 42
height: 117

Frame: 125
x: 337
y: 96
width: 42
height: 117

Frame: 126
x: 343
y: 96
width: 42
height: 117

Frame: 127
x: 349
y: 96
width: 42
height: 117

Frame: 128
x: 353
y: 96
width: 42
height: 117

Frame: 129
x: 356
y: 96
width: 42
height: 117

Frame: 130
x: 361
y: 95
width: 42
height: 117

Frame: 131
x: 367
y: 95
width: 42
height: 117

Frame: 132
x: 379
y: 95
width: 42
height: 117

Frame: 133
x: 385
y: 94
width: 48
height: 122

Frame: 134
x: 389
y: 94
width: 48
height: 122

Frame: 135
x: 395
y: 95
width: 48
height: 122

Frame: 136
x: 399
y: 95
width: 48
height: 122

Frame: 137
x: 408
y: 95
width: 48
height: 122

Frame: 138
x: 417
y: 95
width: 48
height: 122

Frame: 139
x: 425
y: 95
width: 48
height: 122

Frame: 140
x: 433
y: 95
width: 47
height: 123

Frame: 141
x: 447
y: 95
width: 35
height: 123

Frame: 142
x: 456
y: 95
width: 26
height: 123

Object Number #10
Region Description:
Region 10
Start Frame:25
End Frame:135
Region Descriptors (0):
Region frames data
Frames: 25 to 27
x: 283
y: 96
width: 17
height: 46

Frames: 28 to 31
x: 285
y: 96
width: 17
height: 46

Frames: 32 to 33
x: 285
y: 96
width: 21
height: 50

Frame: 34
x: 286
y: 96
width: 21
height: 50

Frames: 35 to 36
x: 288
y: 96
width: 21
height: 50

Frame: 37
x: 288
y: 97
width: 21
height: 50

Frame: 38
x: 288
y: 98
width: 21
height: 50

Frame: 39
x: 286
y: 97
width: 21
height: 50

Frames: 40 to 41
x: 287
y: 97
width: 21
height: 50

Frame: 42
x: 287
y: 98
width: 21
height: 50

Frame: 43
x: 287
y: 98
width: 21
height: 53

Frame: 44
x: 287
y: 97
width: 21
height: 53

Frame: 45
x: 288
y: 97
width: 21
height: 53

Frames: 46 to 47
x: 290
y: 97
width: 21
height: 53

Frame: 48
x: 291
y: 97
width: 21
height: 53

Frame: 49
x: 292
y: 97
width: 21
height: 53

Frame: 50
x: 292
y: 97
width: 21
height: 55

Frames: 51 to 52
x: 292
y: 98
width: 21
height: 55

Frame: 53
x: 293
y: 99
width: 21
height: 55

Frames: 54 to 55
x: 294
y: 100
width: 21
height: 55

Frames: 56 to 58
x: 294
y: 100
width: 20
height: 58

Frames: 59 to 60
x: 291
y: 100
width: 20
height: 58

Frame: 61
x: 289
y: 100
width: 20
height: 58

Frames: 62 to 65
x: 288
y: 100
width: 20
height: 58

Frames: 66 to 70
x: 285
y: 95
width: 21
height: 63

Frame: 71
x: 283
y: 95
width: 22
height: 68

Frames: 72 to 73
x: 282
y: 95
width: 23
height: 70

Frames: 74 to 77
x: 281
y: 95
width: 24
height: 70

Frame: 78
x: 280
y: 95
width: 24
height: 70

Frame: 79
x: 279
y: 95
width: 24
height: 70

Frame: 80
x: 278
y: 95
width: 24
height: 70

Frame: 81
x: 277
y: 97
width: 24
height: 70

Frame: 82
x: 278
y: 97
width: 27
height: 74

Frames: 83 to 84
x: 279
y: 97
width: 27
height: 74

Frame: 85
x: 280
y: 90
width: 30
height: 85

Frames: 86 to 90
x: 281
y: 93
width: 30
height: 85

Frames: 91 to 93
x: 282
y: 93
width: 30
height: 91

Frames: 94 to 95
x: 283
y: 93
width: 30
height: 91

Frame: 96
x: 280
y: 92
width: 33
height: 95

Frame: 97
x: 282
y: 91
width: 33
height: 95

Frame: 98
x: 283
y: 91
width: 33
height: 95

Frame: 99
x: 284
y: 92
width: 33
height: 95

Frame: 100
x: 285
y: 93
width: 33
height: 95

Frame: 101
x: 286
y: 94
width: 35
height: 101

Frame: 102
x: 286
y: 94
width: 37
height: 102

Frame: 103
x: 286
y: 94
width: 40
height: 105

Frame: 104
x: 286
y: 94
width: 41
height: 108

Frame: 105
x: 290
y: 94
width: 41
height: 110

Frame: 106
x: 294
y: 95
width: 41
height: 110

Frame: 107
x: 291
y: 93
width: 44
height: 118

Frame: 108
x: 294
y: 93
width: 44
height: 118

Frame: 109
x: 300
y: 94
width: 44
height: 118

Frame: 110
x: 301
y: 95
width: 44
height: 118

Frame: 111
x: 304
y: 96
width: 44
height: 125

Frame: 112
x: 307
y: 98
width: 44
height: 125

Frame: 113
x: 307
y: 87
width: 48
height: 135

Frame: 114
x: 310
y: 88
width: 48
height: 135

Frame: 115
x: 313
y: 89
width: 48
height: 135

Frame: 116
x: 316
y: 89
width: 48
height: 135

Frame: 117
x: 320
y: 89
width: 48
height: 139

Frame: 118
x: 326
y: 89
width: 48
height: 139

Frame: 119
x: 331
y: 89
width: 48
height: 139

Frame: 120
x: 340
y: 91
width: 48
height: 139

Frame: 121
x: 344
y: 91
width: 48
height: 139

Frame: 122
x: 352
y: 91
width: 48
height: 139

Frame: 123
x: 357
y: 91
width: 48
height: 139

Frame: 124
x: 365
y: 92
width: 48
height: 139

Frame: 125
x: 368
y: 92
width: 48
height: 139

Frame: 126
x: 374
y: 90
width: 48
height: 139

Frame: 127
x: 379
y: 89
width: 48
height: 139

Frame: 128
x: 386
y: 89
width: 48
height: 139

Frame: 129
x: 394
y: 89
width: 48
height: 139

Frame: 130
x: 400
y: 89
width: 48
height: 139

Frame: 131
x: 414
y: 89
